"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  Rule",16070,,,12023710030002,,,,,,[FIXED]2199,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16071,,,12023711030002,,,,,,[FIXED]2259,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16072,"[S]Select Size=Extra Extra Large | 1086cm - 1121cm",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4318,"Mestic Under Bench Caravan Campervan Air Conditioner BA-2600",P,A0020089,,Mestic,,Right,"<h1>Mestic BA-2600 Bench Air Conditioner</h1> <p>The Mestic BA-2600 Bench Air Conditioner offers a versatile and efficient solution for heating, cooling and ensuring year-round comfort. Whether you need cooling, heating, or dehumidifying, this unit has you covered. With a powerful cooling capacity of 2,650 W and a heating capacity of 3,290 W, the Mestic BA-2600 Bench Air Conditioner ensures a comfortable indoor environment no matter the season. The temperature is easily adjustable between 18&deg;C and 30&deg;C, so you can find the perfect setting for your comfort.</p> <p>Designed for efficiency and eco-friendliness, the Mestic BA-2600 Bench Air Conditioner uses the R410-A refrigerant (GWP 2,088), delivering high performance for heating and cooling while minimizing environmental impact. Built to perform in extreme conditions, it operates smoothly in temperatures ranging from -15&deg;C to +40&deg;C, making it adaptable to a wide variety of settings.</p> <p>Control the Mestic BA-2600 Bench Air Conditioner effortlessly with the included remote control or the Mestic Smart app, which lets you adjust settings from your smartphone for added convenience. With an airflow rate of 330 m&sup3;/h, the air conditioner provides quick cooling or heating, making it ideal for spaces that need fast temperature adjustment.</p> <p>Thanks to its compact design and flexible functionality, the Mestic BA-2600 Bench Air Conditioner is perfect for both home and work environments. Whether you're looking to cool down on a hot day or warm up in the colder months, this air conditioner is a reliable and adaptable choice for heating or cooling any space.</p> <h2>Specifications</h2> <ul> <li>Mestic under bench air conditioning unit for vehicles up to 8m.</li> <li>Operated with remote control or via the Mestic smart App.</li> <li>Cooling capacity: 9000 BTU/h (2650w)</li> <li>Heating capacity: 11200 BTU/h (3290w)</li> <li>Consumption cooling: 4Amp (230v)</li> <li>Consumption heating: 5Amp (230v</li> <li>Airflow rate: 330m&sup3;/h</li> <li>Setting range: 18&deg;C to 30&deg;C</li> <li>Refrigerant: R410-A (GWP 2.088)</li> <li>Operating temperature range: -15&deg;C to +40&deg;C</li> <li>Cools, heats and dehumidifies</li> <li>Night mode</li> <li>Operation with remote control or via the Mestic smart App</li> <li>Weight: 29Kg</li> <li>Dimensions (HxWxL):&nbsp; 34 x 71 x 39.5cm</li> <li>2 year warranty</li> </ul>",995.00,0.00,0.00,0.00,0.0000,N,,29.0000,71.0000,34.0000,39.5000,Y,Y,"Sent on a next working day carrier!!",none,0,0,"Caravan, Campervan & Motorhome/Heaters and Air Conditioners/Air Conditioners",24927,f/894/A0020089-app__58017.jpg,"Mestic Bench Air Conditioner BA-2600 heater",Y,0,24926,a/719/A0020089_2__86032.jpg,"All parts included with the unit",N,1,24564,p/743/2__05854.jpg,"Mestic Bench Air Conditioner BA-2600 remote",N,2,24565,f/597/3__73494.jpg,"Mestic Bench Air Conditioner fittings",N,3,24566,t/544/4__74359.jpg,"Mestic Air Conditioner BA-2600 piping",N,4,24925,b/032/A0020089_1__40285.jpg,"Mestic Air Conditioner BA-2600 unit",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mestic, bench, air, conditioner, air conditioner, BA-2600, heating, cooling","Mestic Bench Air Conditioner BA-2600","Mestic, bench, air, conditioner, air conditioner, BA-2600, heating, cooling","Mestic Bench Air Conditioner BA-2600 for heating and cooling",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-campervan-motorhome/mestic-under-bench-caravan-campervan-air-conditioner-ba-2600/,,,,,
Product,4319,"Mestic 2-Burner Electric Camping Cooker MKT-200 Black",P,A0026070,,Mestic,,Right,"<h1>Mestic 2-Burner Electric Camping Cooker MKT-200 Black: Your Versatile 2-Burner Companion from Mestic</h1> <p>Whether you're rustling up a meal on your great camping adventure or cooking at home, the Mestic 2-Burner Electric Camping Cooker MKT-200 Black black is an ideal choice. This electric, freestanding 2-burner Mestic cooker makes preparing meals a breeze.</p> <h2>Easy and Efficient Cooking</h2> <p>With ample space for larger pans, you can easily prepare dishes for a good number of people, whether it's a single pan meal or something more elaborate. The Mestic 2-Burner Electric Camping Cooker MKT-200 Black is simple to connect to any standard socket. Its total power of 2500 W is split between two burners: a smaller 1000 W burner and a larger 1500 W burner. Each burner can be controlled independently by turning its knob to the desired setting, allowing you to achieve the perfect temperature. For guidance on settings, always refer to the manual.</p> <h2>Key Benefits of the Mestic 2-Burner Electric Camping Cooker MKT-200 Black</h2> <ul> <li>Individual Burner Control: Adjust each burner separately for tailored cooking.</li> <li>Heat-Resistant Housing: Features a durable, heat-resistant black casing.</li> <li>Overheating Protection: Ensures safe operation.</li> <li>Indicator Light: A red light clearly shows when the cooker is on.</li> <li>Non-Slip Feet: Keeps the appliance stable and secure during use.</li> <li>Powerful Performance: Total power of 2500 W.</li> </ul> <h2>Compact and Safe Design</h2> <p>Measuring a compact 46.5 x 27 x 7.5 cm, the Mestic 2-Burner Electric Camping Cooker MKT-200 Black is easy to pack and take with you on holiday or when camping. Its non-slip feet provide stability, making it safe to use on various surfaces. Additionally, the Mestic cooker is equipped with overheating protection, giving you extra peace of mind while cooking. With the Mestic 2-Burner Electric Camping Cooker MKT-200 Black, whipping up multiple dishes simultaneously has never been simpler, from at home to during camping trips.</p> <h2>Specifications</h2> <ul> <li>Article number: 1507820</li> <li>Connection voltage: 220V - 240V</li> <li>Number of burners: 2</li> <li>Dimensions (lxwxh): 46.5cm x 27cm x 7.5cm</li> <li>Non-slip: Yes</li> <li>EAN-code: 8712757480708</li> <li>Weight: 3.3kg</li> <li>Heat resistant housing: Yes</li> <li>Indicator light: Yes</li> <li>Adjustable thermostat: Yes</li> <li>Cooking surface: &Oslash; 15cm &amp; 18cm</li> <li>Overheating protection: Yes</li> <li>Power: 1000W / 1500W</li> </ul> <h2>Manual</h2> <p>https://www.mestic.uk/bestanden/artikelen/1/3595_1507820M.pdf?1680616708</p>",28.95,0.00,0.00,0.00,0.0000,N,,3.3000,27.0000,7.5000,46.5000,Y,Y,"Sent on a next working day carrier!!",none,0,0,"Camping/Cooking/Cookers & Stoves",24567,s/003/1__63352.jpg,"Mestic 2-Burner Electric Camping Cooker MKT-200 Black",Y,0,24568,w/448/2__68405.jpg,"Mestic 2-Burner Electric Camping Cooker MKT-200 Double Hotplate Stove",N,1,24569,i/881/3__02479.jpg,"Mestic 2-Burner Cooker MKT-200 Black Double Hotplate Stove",N,2,24570,c/341/4__11769.jpg,"Mestic 2-Burner Electric Camping Cooker MKT-200 Black Double Hotplate Stove",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mestic, 2-burner, 2, burner, electric, camping, cooker, MKT-200, black, double, hotplate, stove","Mestic 2-Burner Electric Camping Cooker MKT-200 Black","Mestic, 2-burner, 2, burner, electric, camping, cooker, MKT-200, black, double, hotplate, stove","Mestic 2-Burner Electric Camping Cooker MKT-200 Black Double Hotplate Stove",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/camping/mestic-2-burner-electric-camping-cooker-mkt-200-black/,,,,,
Product,4320,"Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L",P,,,Mestic,"Mestic RTA-2500L Colour",Right,"<h1>Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L</h1> <p>Create your ideal climate on the road in the comfort of your campervan or caravan with the Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L. This versatile unit not only cools but also heats, thanks to its integrated heat pump, allowing you to set your perfect temperature between 16&deg;C and 31&deg;C.</p> <h2>Environmentally Friendly and Efficient Climate Control</h2> <p>The Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L is designed to cool, heat, or ventilate your campervan or caravan with impressive efficiency. With a cooling capacity of 2500 W and a heating capacity of 2750 W, it's a good fit for a campervan or caravan up to 8 metres long. The unit's casing is largely constructed from polypropylene, a robust yet lightweight material. The compact design of the Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L also ensures ample roof space remains for additional accessories like solar panels or a roof box. This Mestic air conditioner uses R290 gas, an incredibly environmentally friendly and efficient refrigerant with a Global Warming Potential (GWP) of just 3 &ndash; significantly lower than other common refrigerants suited for a campervan or caravan.</p> <h2>Main benefits</h2> <ul> <li>Cools, heats and ventilates your campervan or caravan</li> <li>Cooling capacity: 2500 W</li> <li>Heating capacity: 2750 W</li> <li>Setting range: 16 &deg;C to 31 &deg;C</li> <li>Polypropylene housing reduces weight</li> <li>Adjustable air flow: controls volume to the left and right</li> <li>Installation dimensions: 40 x 40 cm (even possible from 38 x 38 cm)</li> <li>Dimensions: 96 x 58.5 x 25.9 cm (lxwxh)</li> </ul> <h2>Tailored Airflow and Smart Control</h2> <p>Enjoy personalised comfort in your campervan or caravan with the adjustable airflow with the Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L, allowing you to direct air left and right separately &ndash; perfect for avoiding draughts while you sleep. For a quieter night, you can opt for ventilation-only modes, and the handy timer function lets you decide exactly how long the air conditioner operates. For light sleepers, the unit features a sleep mode for even quieter performance. It even includes atmospheric LED lighting for added ambience. All these features can be effortlessly managed via the indoor unit's touchscreen display, the included remote control, or your smartphone using the Mestic app.</p> <p>Cooling, heating, or ventilating, the Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L does it all, putting you in complete control of the climate inside your campervan or caravan. With its adjustable temperature range, environmentally friendly refrigerant, polypropylene housing, and intelligent airflow control, the Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L is a smart choice for any journey.</p> <h2>Specifications</h2> <ul> <li>Article number: 1517860</li> <li>Connection voltage: 230V | 50Hz</li> <li>Number of ventilation levels: 3</li> <li>Dimensions (lxwxh): 96cm x 58.5cm x 25.9cm</li> <li>Width indoor unit: 67cm</li> <li>Width outdoor unit: 96cm</li> <li>Depth indoor unit: 52.3cm</li> <li>Depth outdoor unit: 58.5cm</li> <li>Display: Touchscreen display</li> <li>EAN-code: 8712757479955</li> <li>Suitable for vehicles up to: 8m</li> <li>Weight: 36kg</li> <li>Height indoor unit: 5cm</li> <li>Height outdoor unit: 25.9cm</li> <li>Including remote control: Yes</li> <li>Adjustable temperature range: 16&deg;C - 31&deg;C</li> <li>Colour: Black&nbsp;or White</li> <li>Cooling power: 2500W | 8530BTU/h</li> <li>Refrigerant: R290 (GWP 3)</li> <li>Airflow: In volume adjustable to the left and right side</li> <li>Air flow capacity: 350m&sup3;/h</li> <li>Night mode: Yes</li> <li>Power consumption (cooling/heating): 4.3A (950W) / 4.4A (965W)</li> <li>Timer: Yes</li> <li>Filter: HEPA filter</li> <li>Heating power: 2750W | 9383BTU/h</li> <li>Operating temperature: -5&deg;C - 46&deg;C</li> </ul>",1195.00,0.00,0.00,0.00,0.0000,N,,36.0000,58.5000,25.9000,96.0000,Y,Y,"Sent on a next working day carrier!!",none,0,0,"Caravan, Campervan & Motorhome/Heaters and Air Conditioners/Air Conditioners",24670,q/515/MESTIC-RTA-2500L__87613.jpg,,Y,0,24572,b/695/2__29726.jpg,"Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L for van campervan and caravan",N,1,24650,s/309/2__14963.jpg,"Mestic Motorhome Rooftop Air Conditioner RTA-2500L White for van campervan and caravan",N,2,24574,y/185/4__16907.jpg,"Mestic Electric Motorhome Air Conditioner RTA-2500L Black for van campervan and caravan",N,3,24575,w/820/5__47310.jpg,"Mestic Electric Rooftop Air Conditioner RTA-2500L Black for van campervan caravan",N,4,24573,b/507/3__40933.jpg,"Mestic Electric Motorhome Rooftop Air Conditioner Black for van campervan and caravan",N,5,24651,z/480/3__57043.jpg,"Mestic Electric Motorhome Rooftop Air Conditioner White for van campervan and caravan",N,6,24679,f/950/A0015245_3__18740.jpg,"Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L Black",N,7,24680,m/329/A0010268__44073.jpg,"Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L White",N,8,,,,,,,,,,,,,,,,"Mestic, electric, motorhome, rooftop, air, conditioner, air conditioner, RTA-2500L, black, white, van, campervan, caravan","Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L","Mestic, electric, motorhome, rooftop, air, conditioner, air conditioner, RTA-2500L, black, white, van, campervan, caravan","Mestic Electric Motorhome Rooftop Air Conditioner RTA-2500L Black or White for van campervan and caravan",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-campervan-motorhome/mestic-electric-motorhome-rooftop-air-conditioner-rta-2500l/,,,,,
"  SKU",10174,"[RB]Choose colour=Black",," A0015245",,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10175,"[RB]Choose colour=White",," A0010268",,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",16213,,," A0015245",,,,,,,,,,,,,,,,,Y,Y,,,,,,,16213_source_1751634389.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16214,,," A0010268",,,,,,,,,,,,,,,,,Y,Y,,,,,,,16214_source_1751634397.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4321,"Westfield Vega 2.0 Air Caravan Porch Awning",P,,,"Westfield Outdoors","Westfield Vega",Right,"<h1>Westfield Vega 2.0 Caravan &amp; Motorhome Porch Air Awnings</h1> <h2>Inflatable Porch Awning</h2> <p>The Westfield Vega 2.0 Caravan and Motorhome Porch Awnings are part of the Westfield Vega 2.0 Range, including the similar Vega High 2.0 for motorhomes and the compact Vega 200 Partially Retracted Porch Awning. This awning is suitable for caravans and motorhomes and are available in different sizes to adapt to your needs. Sizes include; Caravan 200cm width, 330cm width, or 375cm width, and Motorhome 200cm width, 330cm width, or 375cm width. Choose between these&nbsp; sizes to find the perfect fit for your caravan or motorhome. Featuring waterproof HydroTech Cotton Touch Fabric which is high quality and completely waterproof, ensuring your awning stays dry inside even in the wettest weather. This Westfield inflatable awning is also suitable for any season, providing UV protection, and shelter from the wind and rain.</p> <p>With an advanced air system that allows you to inflate your awning from a single inflation point. Allowing you to inflate your awning and take it down easily from the same valve. Based on three layers of protection along with tried and tested one way valves and auto-close interconnections, using standard pump fittings for simplicity and ease of use. To inflate simply push the pump into the valve and blow it up, to deflate simply unscrew the valve and your awning will deflate.&nbsp;This awning is annex ready, meaning you can fit at least one annex for additional storage space, or combine this with the annex inner tent to give yourself extra living and sleeping space. To install the annex simply pitch your awning as normal and use the built in zip to attach the annex onto the side of your awning, pump it up and peg! Simple.</p> <p>Part of the Westfield Premium Series, this awning features three-layer air tubes and a unique AAS System, with which the air awning is inflated at a single point, allowing a quick and easy setup. Utilising Hydrotech CottonTouch fabric with its anti-condensation performance, amazing weather resistance and UV stability, no other awning could compete. With user-friendly features, premium materials and advanced technology there is no other awning like this on the market.</p> <h3>Vega 2.0 Key Features:</h3> <ul> <li>Can be used as a canopy (without the side panels)</li> <li>High quality luxury HydroTech cotton touch fabric material, suitable for any season</li> <li>Advanced Air System with single inflation</li> <li>Breathable, anti-condensation non fade fabric</li> <li>Anti-weather system for added protection</li> <li>Full ventilation front and side panels, additional built in ventilation for minimal condensation</li> <li>Double mudwall for protection inside and out</li> <li>Reflective storm straps with strap tidy pockets</li> <li>Super-clear windows with zipped blinds for perfect views</li> <li>Compatible with annex for extended living space</li> <li>Double beading to allow connection into 4 and 6mm channels</li> <li>Adjustable air beams to give better pitching options</li> <li>Double pads for better fitting when used in conjunction with roll out canopies (Motorhome models only)</li> </ul> <div style=""overflow-x: auto; width: 100%; margin: 0 auto;""> <table class=""table table-striped"" style=""width: 1006px; height: 222px; padding: 0px; border-spacing: 0px;"" align=""center""> <tbody> <tr> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Vega 2.0 Awning</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Vega 330</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Vega 375</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Vega HIGH 330</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Vega HIGH 375</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Vega 200</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Vega HIGH 200</strong></td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Awning Type</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Porch Awning</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Porch Awning</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Porch Awning</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Porch Awning</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Partially Retracted Awning</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Partially Retracted Awning</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Compatibility</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Caravan</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Caravan</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Motorhome</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Motorhome</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Caravan</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">Motorhome</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Awning Rail Height</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">235 - 255 cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">235 - 255 cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">255cm - 285cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">255cm - 285cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">235cm - 255cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">255cm - 285cm</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Width</td> <td style=""text-align: center;"" valign=""middle"" width=""400""><span>330cm</span></td> <td style=""text-align: center;"" valign=""middle"" width=""400"">375cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">330cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">375cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">200cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">200cm</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Depth</td> <td style=""text-align: center;"" valign=""middle"" width=""400""><span>250 cm</span></td> <td style=""text-align: center;"" valign=""middle"" width=""400"">250 cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">255cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">255cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">220cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">220cm</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Doors</td> <td style=""text-align: center;"" valign=""middle"" width=""400""><span>4</span></td> <td style=""text-align: center;"" valign=""middle"" width=""400"">4</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">4</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">4</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Pack Size (Bag1)</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98cm x 32cm x 30cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98cm x 33cm x 31cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98 x 34 x 33</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98 x 34 x 33</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98 x 38 x 36</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98 x 40 x 36</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Pack Size (Bag 2)</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98cm x 26cm x 24cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98cm x 26cm x 24cm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98 x 26 x 24</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">98 x 26 x 24</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">N/A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">N/A</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Total Weight</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">31.3kg</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">32.5kg</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">32.1</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">33.5</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">22.94</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">23.2</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Pitching Weight</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">13.3kg</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">13.9kg</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">14.8</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">15.5</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">18</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">18.3</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">SKU</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">12020402350002</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">12020403750002</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">12020402850002</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">12020375028502</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">12020402002352</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">12020402002852</td> </tr> </tbody> </table> </div>",999.00,0.00,0.00,0.00,0.0000,N,"2 Year Warranty on Westfield Awnings",33.0000,0.0000,0.0000,0.0000,Y,Y,"#Delivery 2 - 3 working days",none,0,0,"Awnings ;Awnings /Caravan;Awnings /Caravan/Inflatable Awnings;Awnings /Motorhome;Awnings /Motorhome/Drive Away Awnings",24576,x/114/VEGA2CARAVAN_1_fullsize__31004.jpg,"Westfield Vega 2.0 Air Caravan Porch Awning",Y,0,24636,o/122/VEGA2MOTORHOME_1_fullsize__06719.jpg,"Inflatable Porch Awning for Motorhome",N,1,24635,e/555/VEGA2DIMENSIONS__30962.png,"Westfield Vega 2.0 Dimensions",N,2,24579,j/863/VEGA2CARAVAN_10_fullsize__97004.jpg,"Westfield Vega 2 Awning",N,3,24580,h/718/VEGA2CARAVAN_fullsize__13858.jpg,"Air Awning for Caravan",N,4,24637,w/028/VEGA2MOTORHOME200__43467.jpg,"Drive Away Inflatable Awning for motorhome",N,5,24638,o/954/VEGA2CARAVAN200__01422.jpg,"Caravan Drive Away Air Awning Porch Westfield ",N,6,,,,,,,,,,,,,,,,,,,,,,,,,,"Westfield, Westfield Awning, Porch Awning, Inflatable Awning, Touring Awning, Drive Away Awning, Air Awning, Caravan Awning, Awning for Caravan, Motorhome Awning, Awning for Motorhome, 12020402350002, 12020403750002, 12020402850002, 12020375028502, 12020402002352, 12020402002852, 4260750745675, 4260750745736,4260750745705,4260750745767, 4260750746931, 4260750746948","Westfield Vega 2.0 Inflatable Caravan Porch Awning","Westfield, Westfield Awning, Porch Awning, Inflatable Awning, Touring Awning, Drive Away Awning, Air Awning, Caravan Awning, Awning for Caravan, Motorhome Awning, Awning for Motorhome, 12020402350002, 12020403750002, 12020402850002, 12020375028502, 12020402002352, 12020402002852, 4260750745675, 4260750745736,4260750745705,4260750745767, 4260750746931, 4260750746948","Westfield Vega 2 Inflatable Air Awning for Caravan. Porch Awning high quality material fully waterproof HydroTech cotton fabric. Advanced Air System for easy setup",,,,New,N,N,,N,,,0,"Default Tax Class","4260750745675, 4260750745736",N,/awnings/westfield-vega-2-0-air-caravan-porch-awning/,,,"12020402350002, 12020403750002",,"""Fabric=HydroTech Cotton Touch"";""Windows=Super-clear foil"";""Frame=Advanced Air System Air Beams"";""Waterproof Rating=10,000mm HH"";fbt-product=https://www.jacksonsleisure.com/awnings/westfield-eris-premium-air-annex/"
