"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Product Image ID - 26","Product Image File - 26","Product Image Description - 26","Product Image Is Thumbnail - 26","Product Image Sort - 26","Product Image ID - 27","Product Image File - 27","Product Image Description - 27","Product Image Is Thumbnail - 27","Product Image Sort - 27","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  Rule",15619,,,44091-51-GM-B,,,,,,,,,,,,,,,,,Y,Y,,,,,,,15619_source_1742476982.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15620,,,44091-51-CM-B,,,,,,,,,,,,,,,,,Y,Y,,,,,,,15620_source_1742476993.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15621,"[S]Select Model=Truma Aventa PLUS",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1809,"Sunshine Childrens Playhouse Blue Roof Red Doors",P,TB300,,JLS,,Right,"<h1>Sunshine Play House</h1> <h2>Easy to erect with its handy ""flower nuts""</h2> <p>The Sunshine playhouse is great fun for toddlers either indoors or outdoors, dead easy to erect or take down thanks to its flower nut fixings.&nbsp; Its strong construction makes for a tough and dependable children&rsquo;s playhouse.</p> <p>The Sunshine Modular Playhouse is built from a high quality, UV protected and durable plastic. To help your Sunshine kids Playhouse retain its colours we recommend keeping it out of direct sunlight.</p> <h3>Short video showing how easy it is to build a childrens Sunshine Play House</h3> <p>&nbsp;</p> <p><iframe src=""https://www.youtube.com/embed/GFcYkCWifQQ?rel=0&amp;showinfo=0"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""""></iframe></p> <p>&nbsp;</p> <p>&nbsp;</p>",119.95,54.00,119.95,94.95,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,"The Sunshine Modular Playhouse is sent on a next day carrier","by product",2,0,"Toys & Outdoor Play/Play Houses",6765,e/745/TB-300__53860.jpg,"Sunshine Modular Playhouse TB300",Y,0,8425,z/331/Img_1917__79594.jpg,,N,1,8426,o/945/IMG_1916__95934.JPG,,N,2,8427,q/903/Img_1920__66133.jpg,,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunshine Children's Indoor or Outdoor Modular Playhouse Kids blue roof red doors","Sunshine, modular, Childrens, Playhouse, house, Kids, Play,","The Sunshine Modular Playhouse is sent with a speedy Next Working Day courier service!",,,,New,N,N,,N,,,0,"Default Tax Class",8809384003001,N,/sunshine/childrens/modular/playhouse/,,,TB300,,"""Dimensions House=House Only 120(wide) x 118(high) x 120cm (length)"""
Product,1810,"Sunshine Childrens Playhouse Red Roof Yellow Doors",P,TB800,,JLS,,Right,"<h1>Sunshine Play House</h1> <h3>Easy to erect with its handy ""flower nuts""</h3> <p>The Sunshine playhouse is great fun for toddlers either indoors or outdoors, dead easy to erect or take down thanks to its flower nut fixings.&nbsp; Its strong construction makes for a tough and dependable children&rsquo;s playhouse.</p> <p>The Sunshine Modular Playhouse is built from a high quality, UV protected and durable plastic. To help your Sunshine kids Playhouse retain its colours we recommend keeping it out of direct sunlight.</p> <h3>Short video showing how easy it is to build a childrens Sunshine Play House</h3> <p>&nbsp;</p> <p><iframe src=""https://www.youtube.com/embed/GFcYkCWifQQ?rel=0&amp;showinfo=0"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""""></iframe></p> <p>&nbsp;</p>",119.95,0.00,119.95,94.95,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,"The Sunshine Modular Playhouse is sent on a next day carrier","by product",1,0,"Toys & Outdoor Play/Play Houses",6768,s/275/tb-800__53918.jpg,"Sunshine Modular Playhouse TB800",Y,0,8422,e/735/Img_1917__27701.jpg,,N,1,8423,b/364/IMG_1916__60537.JPG,"Childrens Playhouse, Garden or home use",N,2,8424,q/751/Img_1920__73824.jpg,"Toddler Play House, modular",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunshine Children's Indoor or Outdoor Modular Playhouse Kids red roof yellow doors","Sunshine, modular, Childrens, Playhouse, house, Kids, Play,","The Sunshine Modular Playhouse is sent with a speedy Next Working Day courier service!",,,,New,N,N,,N,,,0,"Default Tax Class",8809384008006,N,/toys-outdoor-play/play-houses/sunshine-childrens-playhouse-red-roof-yellow-doors/,,,TB800,,"""Dimensions House=House Only 120(wide) x 118(high) x 120cm (length)"""
Product,1811,"Truma Aventa Eco Caravan and Motorhome Air Conditioning Unit",P,44100-51GM,,Truma,,Right,"<h1>Truma Aventa Caravan, Motorhome and Campervan Air Conditioning Unit</h1> <h3>This Air conditioner is the Eco Verison of the Truma Aventa Motorhome , Caravan and Campervan air conditioner.</h3> <p>This Air conditioning unit also has 3 speed cooling only (no heating) function and is a frugal 1700 watts in operation, the ideal way to keep your Caravan, campervan or motorhome, efficient and cool.</p> <h3>Technical Specifications.</h3> <ul> <li>Colour: Grey</li> <li>Cooling Power: 1700 Watts</li> <li>Current consumption during cooling: 2.8 Amps</li> <li>Power supply: 230-240v A/C (50Hz)</li> <li>Weight: 28 KG</li> </ul> <p><span style=""font-size: small;"">For the replacement model, please see the <a href=""https://www.jacksonsleisure.com/truma/air-con/aventa-air-conditioner""><span style=""text-decoration: underline;""><strong>Truma Aventa Compact</strong></span></a></span></p> <p>&nbsp;</p> <p style=""text-align: center;""><span style=""color: #ff0000;""><a href=""https://www.jacksonsleisure.com/content/pdf/truma/AventaEco/truma-air-conditioning-systems-brochure-en.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Truma Aventa Eco Air Conditioning"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/pdf-brochure.jpg"" alt=""Truma Aventa Eco Air Conditioning"" width=""199"" height=""72"" /></a><a href=""https://www.jacksonsleisure.com/content/pdf/truma/AventaEco/truma-air-condition-aventa-eco-installation-operating-de-gb-fr-it-nl-dk-se.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Truma Aventa Eco Air Conditioning"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/pdf-install-guide.jpg"" alt=""Truma Aventa Eco Air Conditioning"" width=""199"" height=""72"" /></a><a href=""https://www.jacksonsleisure.com/content/pdf/truma/AventaEco/truma-air-condition-aventa-eco-cb-test-certificate-en.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Truma Aventa Eco Air Conditioning"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/pdf-certifications.jpg"" alt=""Truma Aventa Eco Air Conditioning"" width=""199"" height=""72"" /></a></span></p>",1299.95,995.00,0.00,0.00,0.0000,N,"Two Years",28.0000,0.0000,0.0000,0.0000,N,N,"Discontinued - Please see the Truma Aventa Compact ",none,0,0,"Caravan, Campervan & Motorhome/Heaters and Air Conditioners/Air Conditioners;Caravan, Campervan & Motorhome",7702,u/823/truma-eco-aircon__80552.jpg,"Truma Aventa Eco Air Conditioner",Y,0,6771,b/324/Eco__82962.jpg,,N,1,6774,d/533/Aventa_distribution__88651.PNG,,N,2,6773,s/078/Tech_aventa_crop__85573.PNG,,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"air conditioner, air, conditioner, Truma, Eco, air conditioning","Truma Aventa Eco Air Conditioning Unit ","Truma, air conditioner, con, conditioning, Eco, ","Truma Eco air conditioner is the smallest of the Truma range which is suitable for motorhomes up to  6 metres",,,,New,N,N,,N,,,0,"Default Tax Class",4052816021751,N,/caravan-motorhome/truma-aventa-eco-caravan-and-motorhome-air-conditioning-unit/,,,44100-51CM/51GM,,
Product,1812,"Truma Saphir Comfort Under Bench Air Conditioning Unit",P,"  44035-01",,Truma,,Right,"<h1 style=""text-align: justify;"">Truma Saphir Comfort RC Under Bench Air Conditioning &amp; Heating Unit</h1> <p style=""text-align: justify;""><br />The Truma Saphir Comfort RC Under Bench air conditioning unit is not only the smallest and lightest unit in its class, but also features the ability to supply heat to your mobile living space. Featuring a powerful 2400w cooling unit alongside an equally impressive 1700w heating element, the Truma Saphir Comfort RC Under Bench air conditioning and hearing unit is the perfect solution for small to medium caravans and motorhomes measuring upto 6.5m in length.</p> <h2 style=""text-align: justify;"">Truma Saphir Comfort RC Specification and Features:</h2> <ul> <li>Incredibly powerful cooling performance: 2400 W.</li> <li>Equally powerful heating system: 1700 W.</li> <li>Automatic heating and cooling for continuous climate control.</li> <li>The smallest unit in its class.</li> <li>Practical timer function.</li> <li>Compatible with the Truma iNet System.</li> <li>Suitable for vehicles upto 6.5m in length.</li> <li>Lightweight at just 23.5kg.</li> </ul> <p><img class=""__mce_add_custom__"" style=""margin-right: auto; margin-left: auto; vertical-align: middle; display: block;"" title=""length.png"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/length.png"" alt=""length.png"" width=""552"" height=""164"" /></p> <h2 style=""text-align: justify;"">Temperature control at your fingertips!</h2> <p style=""text-align: justify;"">The Saphir Comfort RC under bench air conditioning also features a digital remote control for convenient activation of the unit and setting of the desired ambient temperature, as well as an automatic timer function. When paired with an optional network controller unit (sold separately), the Saphir Comfort RC under bench air conditioning unit is also fully compatible with the Truma iNet control system allowing the unit to be controlled via an app installed on a compatible mobile phone or tablet*.<br /><br /><em>* Optional iNet controller sold separately, compatible with some Android and iPhone/iPad devices.</em></p> <h3 style=""text-align: center;"">Truma Saphir Comfort RC typical installation diagram.<br /><br /></h3> <h3><img class=""__mce_add_custom__"" style=""margin-right: auto; margin-left: auto; display: block;"" title=""comfort-routing.jpg"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/comfort-routing.jpg"" alt=""comfort-routing.jpg"" width=""637"" height=""459"" />Additional benefits of the Truma Saphir Comfort RC</h3> <ul> <li>2400 W of cooling power for optimum air cooling and humidity reduction.</li> <li>Ideal for allergy sufferers thanks to the pollen filter that is fitted as standard.</li> <li>Cooling time of up to 15 hours can be programmed in advance.</li> <li>Completely maintenance-free thanks to the closed refrigeration circuit.</li> <li>Better vehicle handling because of the way the air conditioning system is installed close to the floor.<br /><br /></li> </ul> <p style=""text-align: center;""><a href=""https://www.jacksonsleisure.com/content/pdf/truma/SaphirComfort/truma-air-conditioning-systems-brochure-en.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Truma Saphir Comfort RC Air Conditioning"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/pdf-brochure.jpg"" alt=""Truma Saphir Comfort RC Air Conditioning"" width=""200"" height=""72"" /></a><a href=""https://www.jacksonsleisure.com/content/pdf/truma/SaphirComfort/truma-air-condition-saphir-comfort-rc-installation-operating-de-en-fr-it-nl-dk-se.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Truma Saphir Comfort RC Air Conditioning"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/pdf-instructions.jpg"" alt=""Truma Saphir Comfort RC Air Conditioning"" width=""200"" height=""72"" /></a></p>",1395.00,870.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,"The Truma Saphir Comfort AC is sent on a next working day carrier!",none,7,0,"Caravan, Campervan & Motorhome/Heaters and Air Conditioners/Air Conditioners;Caravan, Campervan & Motorhome",9678,g/372/Truma_Air_Conditioner_Saphir_with_Remote_Jacksons_Leisure__62334.jpg,"The Truma Saphir Comfort the ideal cooling and heating system and with the use of the Remote Control allows you to take more control over the Air Conditioner and your Enviroment",Y,0,9657,j/322/air-conditioning-product-saphir-comfort-rc__99568.png,"Truma Saphir Comfort Under Bench Air Conditioning & Heating System",N,1,7004,g/198/saphir_rc_remote_control_detail_xl__35993.jpg,"Truma Saphir Comfort digital remote control.",N,2,9659,d/620/air-conditioning-saphir-air-distribution-eco-layer__60216.jpg,"Various ways to distribute cool air throughout the vehicle. The eco solution is simple, inexpensive and easy to install.",N,3,9656,f/237/air-conditioning-saphir-air-distribution-luxury-layer__50134.jpg,"A more luxurious solution provides comfortable living throughout the vehicle with an extended hot and cold air system.",N,4,9658,r/254/air-conditioning-saphir-air-distribution-comfort-layer__57308.jpg,"The comfort solution distributes evenly throughout the vehicle.",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"truma, saphir, comfort, rc, heating, air conditioning, inet","The Truma Saphir Comfort RC is an ultra efficient combined air conditioning and heating system. Supplied complete with a digital remote control and compatible with the Truma iNet system and suitable for vehicles of up to 6.5m in length the Truma Saph","truma, saphir, comfort, rc, heating, air, conditioning, unit, combined, remote, control, digital, inet, 2400w, 1700w, ","The Truma Saphir Comfort RC is an ultra efficient combined air conditioning and heating system. Supplied complete with a digital remote control and compatible with the Truma iNet system and suitable for vehicles of up to 6.5m in length the Truma Saph",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/truma-saphir-comfort-under-bench-air-conditioning-unit/,,,,,"""Operating voltage=230 V to 240 V,50 Hz"";""Cooling power (W)=2400"";""Cooling power (BTU)=8200"";""Heater output (W)=1700"";""Cooling current consumption=4.2A (230 V)"";""Heater current consumption=3.7A"";""Volumetric air flow=Max. 380 m3/h"";Weight=23.5kg;""Dimensions (L x W x H)=628 x 400 x 290mm"";fbt-product=https://www.jacksonsleisure.com/air-conditioners/truma-cold-air-ducting-kit-for-campervan-air-conditioning/"
Product,1813,"Truma Saphir Compact Under Bench Air Conditioning Unit",P,44081-02,,Truma,,Right,"<h1>Truma Saphir Compact Under Bench Air Conditioner</h1> <p><span>The Truma Saphir compact air conditioner is small, light and economical. With its low weight and economical power consumption, the Saphir compact caravan and motorhome air con unit is the ideal air conditioning unit for small and medium-sized campervans conversions of smaller motorhomes.</span></p> <h2>Truma Saphir compact features:</h2> <ul> <li>Extraordinarily light at just 20 kg</li> <li>Thanks to its compact design the Truma Saphir Compact will fit into practically any storage compartment</li> <li>Sleep function ensures extremely quiet operation</li> <li>Very low current consumption</li> <li>Convenient remote control and programmable timer</li> <li>Suitable for vehicles up to approx. 5.5 m in length</li> <li>Can be operated with Truma iNet System</li> </ul> <p>&nbsp;</p> <h3 style=""text-align: center;"">Truma Saphir compact air con typical installation</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""49516-4-popup.jpg"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/49516-4-popup.jpg"" alt=""49516-4-popup.jpg"" width=""587"" height=""423"" /></p> <p>&nbsp;</p> <p style=""text-align: center;""><a href=""https://www.jacksonsleisure.com/content/pdf/truma/SaphirCompact/truma-air-conditioning-systems-brochure-en.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Truma Saphir Compact RC Air Conditioning"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/pdf-brochure.jpg"" alt=""Truma Saphir Compact RC Air Conditioning"" width=""200"" height=""72"" /></a><a href=""https://www.jacksonsleisure.com/content/pdf/truma/SaphirCompact/truma-air-condition-saphir-compact-installation-operating-de-en-fr-it-nl-dk-se.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Truma Saphir Compact RC Air Conditioning"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/pdf-instructions.jpg"" alt=""Truma Saphir Compact RC Air Conditioning"" width=""200"" height=""72"" /></a></p> <p>&nbsp;</p> <h3>&nbsp;</h3> <p>&nbsp;</p>",1249.00,734.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sent on a next working day carrier!",none,4,0,"Caravan, Campervan & Motorhome/Heaters and Air Conditioners/Air Conditioners;Caravan, Campervan & Motorhome",9677,t/807/Truma_Air_Conditioner_Saphir_with_Remote_Jacksons_Leisure__55699.jpg,"The Truma Saphir Compact is ideal for those tight spaces and with the use of the Remote Control to control both the Air Conditioner and your Enviroment",Y,0,9654,n/889/air-conditioning-product-saphir-comfort-rc__58149.png,"Truma Saphir Compact Campervan, Caravan and Motorhome Air Conditioner",N,1,9652,k/488/air-conditioning-saphir-vario-remote-control-layer__56728.jpg,"Truma Saphir Under Bench Air Con Remote Control",N,2,9649,t/646/air-conditioning-saphir-air-distribution-luxury-layer__61003.jpg,"A more luxurious solution provides comfortable living throughout the vehicle with an extended cold air system.",N,3,9650,x/539/air-conditioning-saphir-air-distribution-comfort-layer__36047.jpg,"The comfort solution distributes cool air evenly throughout the vehicle.",N,4,9651,v/255/air-conditioning-saphir-air-distribution-eco-layer__99626.jpg,"Various ways to distribute cool air throughout the vehicle. The eco solution is simple, inexpensive and easy to install.",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"truma, air con, truma saphire, saphire compact, ","Truma Saphire Compact Caravan Motorhome Camper Under Bench Air Conditioner","Air con, truma air conditioner, Truma Saphire Compact, air conditioner, truma air con,","The Truma Saphir Compact is ideal for campervans and smaller motorhomes",,,,New,N,N,,N,,,0,"Default Tax Class",04052816014814,N,/caravan-motorhome/truma-saphir-compact-under-bench-air-conditioning-unit/,,04052816014814,44081-02,,"""Operating voltage=230 V to 240 V,50 Hz"";""Cooling power (W)=1800"";""Cooling power (BTU)=6150"";""Heat output (W)=-"";""Current consumption Cooling=2,8 A (230 V)"";""Current consumption Heater=-"";""Volumetric air flow=max. 310 m3/h"";""Weight=20 kg"";""Dimensions (L x W x H)=560 x 400 x 290 mm"";fbt-product=https://www.jacksonsleisure.com/air-conditioners/truma-cold-air-ducting-kit-for-campervan-air-conditioning/"
Product,1814,"Sunshine Childrens Playhouse Purple Roof Pink Door",P,CHD-350,,,,Right,"<h1>Sunshine Pink Play House</h1> <h3>Easy to erect with its handy ""flower nuts""</h3> <p>The Sunshine pink playhouse is great fun for toddlers either indoors or outdoors, dead easy to erect or take down thanks to its flower nut fixings.&nbsp; Its strong construction makes for a tough and dependable children&rsquo;s playhouse.</p> <h5>The Sunshine Modular Playhouse is built from a high quality, UV protected and durable plastic. To help your Sunshine kids Playhouse retain its colours we recommend keeping it out of direct sunlight.</h5> <h3>Short video showing how easy it is to build a childrens Sunshine Play House</h3> <p>&nbsp;</p> <p><iframe src=""https://www.youtube.com/embed/GFcYkCWifQQ?rel=0&amp;showinfo=0"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""""></iframe></p> <p>&nbsp;</p> <p>&nbsp;</p>",119.95,0.00,119.95,94.95,0.0000,N,,10.0000,0.0000,0.0000,0.0000,N,N,"Sold Out","by product",4,0,"Toys & Outdoor Play/Play Houses",6779,x/460/CHD-350__19336.jpg,"Sunshine Modular Playhouse CHD 350",Y,0,8419,w/018/Img_1917__07795.jpg,"Easy to erect - kiddie playhouse",N,1,8421,z/123/Img_1920__03277.jpg,,N,2,8420,c/097/IMG_1916__61252.JPG,"Childrens Play House",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunshine Children's Indoor or Outdoor Modular Garden Playhouse Kids purple roof pink door","Sunshine, modular, Childrens, Playhouse, house, Kids, Play,","The Sunshine Modular Playhouse is sent with a speedy Next Working Day courier service!",,,,New,N,N,,N,,,0,"Default Tax Class",8809384003506,N,/toys-outdoor-play/play-houses/sunshine-childrens-playhouse-purple-roof-pink-door/,,,CHD350,,"""Dimensions House=House Only 120(wide) x 118(high) x 120cm (length)"""
Product,1815,"Bestway Lay-Z-Spa Siena Inflatable Hot tub",P,BW54156,,Bestway,,Right,"<h1>The Bestway Lay-Z-Spa Siena</h1> <h2>Relax and chill out being massaged with 127 Air Jets creating thousands of refreshing bubbles</h2> <h1 style=""text-align: center;""><span style=""color: #ff0000;"">Unavailable until further notice</span></h1> <h3>A relaxing Italian evening for two</h3> <p>If you&rsquo;re looking for a romantic night in with your partner then look no further than the 2-person Lay-Z-Spa Siena Inflatable hot tub. With extra length for reclining, it&rsquo;s never been easier to let the world go by and blissfully waste away a luxurious day or night in your own home.</p> <h3>Designed for Two</h3> <p>The Lay-Z-Spa Siena AirJet is a dedicated 2-person spa, perfect for a peaceful evening with that special person, or just treat yourself.</p> <h3>All-Surrounding AirJet Massage System</h3> <p>The Lay-Z-Spa Siena has a rejuvenating massage system consisting of 127 all-surrounding air jets.</p> <h3>40&deg;C Rapid Heating System</h3> <p>With the latest integrated technology you can heat your Siena hot tub, run the massage system and filter the water simultaneously using just the pump.</p> <h3>Energy Saving Timer</h3> <p>The energy saving timer not only saves energy by turning off the <em>Bestway Lay-Z-Spa Siena</em> when it&rsquo;s not in use, but it also allows you to program your hot tub for when you get home.</p> <h3>Portable. Durable. Insulated.</h3> <p>The <strong>Lay-Z-Spa Siena AirJet</strong> can be set up practically anywhere with a flat surface. Its cushioned floor, inflatable walls and sturdy I-Beams construction offer superior structural stability and comfort, its premium leather look outer and inflatable lid provide protection and additional insulation. This spa is made from exclusive 3-ply reinforced Tritech&trade; material which provides superior strength and durability without sacrificing on comfort.</p>",599.95,0.00,0.00,0.00,0.0000,N,,2.1000,0.0000,0.0000,0.0000,N,N,"The Bestway Lay-Z-Spa Siena is sent on a next day carrier","by product",0,0,"Swimming Pool/Pools & Spas/Spas",6813,w/278/siena__33959.jpg,"Bestway Lay-Z-Spa Siena for  2 people",Y,0,6809,u/242/siena-1__97177.jpg,"Bestway Lay-Z-Spa Siena hot tub",N,1,6810,x/567/siena-2__56651.jpg,"Bestway Lay-Z-Spa Siena showing cover",N,2,6811,e/593/siena-3__55291.jpg,"Bestway Lay-Z-Spa Siena airjet",N,3,6812,j/485/siena-4__92615.jpg,,N,4,6814,w/935/siena-control__48741.JPG,,N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bestway, spa, lay-z-spa","Bestway Lay-Z-Spa Siena Hot Tub","bestway, lay-z-spa, spa, hot tub, siena, airjet,","The Bestway Lay-Z-Spa Siena Inflatable hot tub is perfect for relaxing and rejuvenating where ever you are.",,,,New,N,N,,N,,,0,"Default Tax Class",6942138935394,N,/swimming-pools/spas/bestway-lay-z-spa-siena-inflatable-hot-tub/,,,BW54156,,
